,Unnamed: 0.2,IRA_Alta,Influenza,Neumonia,Bronquitis_bronquiolitis,Crisis_obstructiva_bronquial,Otra_causa_respiratoria,CAUSAS_SISTEMA_RESPIRATORIO,COVID19_Confirmado_u,COVID19_Confirmado_h,Humedad,Rocio,Temperatura,Temperatura_min,Temperatura_max,MP10,MP2.5
21,21,85.0,6.0,14.0,51.0,41.0,15.0,15.0,0.0,0.0,64.7,10.1,17.5,12.3,24.9,79.5,26.0
22,22,168.0,12.0,9.0,84.0,81.0,15.0,13.0,0.0,0.0,68.3,8.2,14.6,9.7,22.7,57.6,18.0
23,23,223.0,31.0,24.0,114.0,64.0,9.0,17.0,0.0,0.0,72.5,9.0,14.2,9.5,21.3,41.0,13.1
24,24,287.0,40.0,21.0,150.0,96.0,19.0,19.0,0.0,0.0,72.6,7.9,13.1,8.1,20.0,36.7,12.5
25,25,296.0,64.0,21.0,126.0,102.0,21.0,20.0,0.0,0.0,72.4,10.5,15.9,10.9,23.5,35.9,14.6
26,26,196.0,40.0,42.0,132.0,68.0,23.0,28.0,0.0,0.0,69.3,9.4,15.6,11.8,23.6,61.5,19.6
27,27,179.0,29.0,33.0,115.0,63.0,7.0,23.0,0.0,0.0,70.9,8.3,13.8,9.6,22.0,44.9,19.2
28,28,155.0,13.0,23.0,152.0,65.0,30.0,33.0,0.0,0.0,63.9,4.5,12.3,6.6,19.4,62.1,24.4
29,29,131.0,13.0,26.0,117.0,57.0,19.0,29.0,0.0,0.0,74.0,7.1,12.3,7.0,20.3,52.6,24.9
30,30,79.0,6.0,39.0,73.0,42.0,10.0,25.0,0.0,0.0,68.0,10.7,17.3,11.7,24.4,42.8,20.2
31,31,94.0,8.0,22.0,87.0,32.0,11.0,25.0,0.0,0.0,65.3,7.6,14.8,9.3,22.5,35.3,13.9
32,32,86.0,11.0,33.0,67.0,47.0,15.0,19.0,0.0,0.0,69.6,8.0,14.2,9.3,21.2,46.6,24.6
33,33,98.0,11.0,16.0,84.0,34.0,15.0,15.0,0.0,0.0,66.7,7.5,14.2,10.0,22.7,39.2,15.8
34,34,149.0,3.0,10.0,66.0,34.0,14.0,15.0,0.0,0.0,69.1,10.0,16.3,11.1,25.8,39.4,15.2
35,35,154.0,8.0,17.0,80.0,42.0,17.0,20.0,0.0,0.0,59.4,6.3,15.7,10.0,23.1,43.4,13.5
36,36,194.0,2.0,19.0,70.0,41.0,13.0,12.0,0.0,0.0,67.2,8.0,14.9,9.3,23.2,35.2,14.8
37,37,179.0,12.0,18.0,72.0,49.0,10.0,15.0,0.0,0.0,69.9,8.5,14.4,9.7,23.1,33.3,15.2
38,38,153.0,13.0,21.0,64.0,40.0,10.0,14.0,0.0,0.0,67.3,9.7,16.6,11.6,23.5,43.0,14.3
39,39,155.0,13.0,12.0,81.0,41.0,17.0,10.0,0.0,0.0,61.6,8.3,16.7,10.9,26.8,47.2,15.9
40,40,194.0,7.0,16.0,62.0,24.0,16.0,8.0,0.0,0.0,62.9,7.9,15.9,9.6,25.7,44.4,16.0
41,41,150.0,1.0,3.0,71.0,32.0,13.0,9.0,0.0,0.0,66.9,9.0,15.9,10.5,25.2,42.3,14.0
42,42,131.0,2.0,19.0,48.0,27.0,11.0,10.0,0.0,0.0,71.3,9.2,14.8,10.2,23.3,32.7,13.0
43,43,129.0,5.0,11.0,42.0,27.0,7.0,8.0,0.0,0.0,65.1,10.8,18.1,12.2,26.4,40.7,14.1
44,44,103.0,7.0,12.0,35.0,32.0,17.0,8.0,0.0,0.0,72.3,9.1,14.3,10.7,22.2,34.7,9.7
45,45,107.0,11.0,12.0,52.0,27.0,9.0,14.0,0.0,0.0,66.6,10.4,17.2,12.4,25.8,31.1,9.7
46,46,101.0,6.0,29.0,40.0,24.0,9.0,11.0,0.0,0.0,69.7,10.5,16.5,11.8,24.5,34.0,12.8
47,47,92.0,5.0,6.0,42.0,26.0,12.0,14.0,0.0,0.0,65.3,11.1,18.4,13.1,27.2,27.6,10.8
48,48,102.0,8.0,6.0,40.0,18.0,8.0,6.0,0.0,0.0,68.4,8.1,14.2,10.1,20.4,28.2,12.1
49,49,80.0,11.0,4.0,24.0,20.0,13.0,7.0,0.0,0.0,66.5,11.3,18.1,13.4,25.8,25.0,9.6
50,50,113.0,1.0,12.0,34.0,25.0,12.0,13.0,0.0,0.0,65.1,12.1,19.4,14.6,27.7,32.3,11.1
51,51,98.0,4.0,7.0,36.0,16.0,16.0,6.0,0.0,0.0,67.1,12.6,19.1,15.2,26.9,24.4,7.9
52,52,77.0,2.0,8.0,30.0,16.0,14.0,11.0,0.0,0.0,71.9,9.4,14.9,10.7,22.2,27.3,7.9
53,53,73.0,1.0,8.0,21.0,14.0,9.0,5.0,0.0,0.0,64.2,10.6,18.3,12.7,25.4,25.3,10.1
54,54,59.0,0.0,7.0,25.0,17.0,12.0,11.0,0.0,0.0,65.7,12.4,19.4,15.1,27.4,29.0,11.0
55,55,57.0,0.0,6.0,18.0,12.0,9.0,6.0,0.0,0.0,66.9,12.7,19.5,14.6,28.2,29.3,10.9
56,56,55.0,1.0,4.0,9.0,13.0,9.0,6.0,0.0,0.0,68.3,11.9,18.3,13.7,26.3,30.0,11.8
57,57,55.0,2.0,11.0,10.0,9.0,7.0,11.0,0.0,0.0,58.1,5.8,15.6,9.3,24.2,32.9,12.2
58,58,38.0,0.0,2.0,18.0,16.0,14.0,11.0,0.0,0.0,68.3,13.6,20.0,15.5,27.5,30.7,10.3
59,59,48.0,0.0,2.0,18.0,16.0,9.0,11.0,0.0,0.0,68.1,13.6,20.1,15.8,28.5,23.7,7.4
60,60,59.0,1.0,3.0,16.0,11.0,12.0,9.0,0.0,0.0,68.1,11.5,18.0,12.8,26.2,27.3,9.6
61,61,85.0,0.0,7.0,28.0,12.0,13.0,5.0,0.0,0.0,69.9,7.8,14.0,9.2,24.7,42.2,12.1
62,62,127.0,1.0,9.0,47.0,30.0,11.0,14.0,0.0,0.0,68.0,11.6,18.2,12.6,26.4,39.7,11.7
63,63,153.0,1.0,9.0,64.0,23.0,5.0,8.0,0.0,0.0,69.3,10.8,17.1,11.3,26.5,39.3,11.3
64,64,118.0,1.0,7.0,64.0,29.0,10.0,14.0,0.0,0.0,69.7,11.2,17.3,12.4,25.7,37.7,13.4
65,65,126.0,5.0,10.0,51.0,30.0,8.0,13.0,0.0,0.0,70.8,8.8,14.5,10.3,21.4,30.0,10.9
66,66,107.0,5.0,14.0,42.0,16.0,13.0,6.0,0.0,0.0,70.4,10.2,16.2,12.1,24.1,27.8,10.0
67,67,109.0,6.0,7.0,35.0,21.0,10.0,8.0,0.0,0.0,77.2,10.9,15.2,11.2,22.8,41.8,19.2
68,68,120.0,8.0,12.0,54.0,18.0,8.0,10.0,0.0,0.0,74.8,10.6,15.5,11.2,23.3,39.3,16.3
69,69,111.0,6.0,7.0,55.0,36.0,13.0,6.0,0.0,0.0,66.6,9.4,16.7,11.7,25.3,39.0,17.8
70,70,108.0,9.0,10.0,54.0,16.0,10.0,13.0,0.0,0.0,65.6,8.7,15.8,10.0,22.4,39.3,13.4
71,71,121.0,10.0,6.0,59.0,21.0,13.0,9.0,0.0,0.0,71.1,8.2,14.0,9.8,21.6,60.3,26.2
72,72,151.0,0.0,11.0,89.0,23.0,10.0,12.0,0.0,0.0,67.7,6.5,13.1,7.0,20.7,69.2,30.6
73,73,148.0,8.0,23.0,84.0,30.0,22.0,17.0,0.0,0.0,68.0,10.3,17.0,12.1,24.8,60.4,26.4
74,74,117.0,10.0,27.0,83.0,21.0,20.0,19.0,0.0,0.0,62.7,6.8,15.5,9.2,24.4,68.2,18.8
75,75,138.0,20.0,5.0,110.0,33.0,22.0,14.0,0.0,0.0,52.4,2.7,14.2,7.7,22.7,84.4,22.8
76,76,129.0,49.0,7.0,114.0,35.0,20.0,18.0,0.0,0.0,76.8,6.8,11.1,7.1,17.7,37.8,15.8
77,77,153.0,34.0,13.0,125.0,40.0,34.0,23.0,0.0,0.0,71.9,8.5,13.9,10.1,20.7,40.2,14.5
78,78,191.0,16.0,18.0,193.0,50.0,27.0,25.0,0.0,0.0,61.2,7.6,16.3,10.6,25.3,42.0,14.0
79,79,180.0,51.0,27.0,123.0,56.0,10.0,30.0,0.0,0.0,69.6,7.8,14.2,8.7,20.9,52.4,23.8
80,80,127.0,12.0,22.0,125.0,41.0,25.0,26.0,0.0,0.0,64.6,5.2,12.4,8.3,18.3,45.3,16.6
81,81,116.0,9.0,16.0,57.0,39.0,16.0,27.0,0.0,0.0,59.4,3.0,12.2,7.0,20.1,53.3,20.8
82,82,92.0,2.0,15.0,46.0,29.0,15.0,23.0,0.0,0.0,66.3,9.9,16.8,11.4,25.3,55.3,22.8
83,83,89.0,27.0,11.0,44.0,38.0,13.0,9.0,0.0,0.0,65.0,7.8,15.7,10.2,24.3,61.2,19.3
84,84,96.0,10.0,6.0,59.0,41.0,13.0,14.0,0.0,0.0,74.0,7.5,12.5,7.6,20.0,51.5,21.1
85,85,134.0,2.0,11.0,82.0,39.0,21.0,20.0,0.0,0.0,66.8,6.0,13.0,7.8,21.6,59.8,20.0
86,86,97.0,3.0,20.0,56.0,29.0,21.0,20.0,0.0,0.0,67.5,9.3,15.7,11.5,23.5,40.1,14.2
87,87,113.0,16.0,15.0,67.0,51.0,13.0,9.0,0.0,0.0,70.0,7.5,13.7,9.4,21.9,48.8,17.4
88,88,114.0,11.0,8.0,60.0,34.0,21.0,9.0,0.0,0.0,67.8,8.1,14.6,10.5,21.4,35.5,12.9
89,89,96.0,8.0,10.0,51.0,38.0,19.0,12.0,0.0,0.0,62.1,7.7,16.2,9.4,25.5,54.9,17.4
90,90,71.0,5.0,13.0,40.0,32.0,19.0,12.0,0.0,0.0,70.4,9.9,15.8,11.0,24.3,39.8,11.8
91,91,100.0,3.0,8.0,42.0,26.0,16.0,9.0,0.0,0.0,68.6,9.5,15.7,11.4,22.1,63.8,17.3
92,92,94.0,1.0,5.0,50.0,25.0,22.0,13.0,0.0,0.0,59.8,7.5,16.7,11.8,24.4,54.5,13.0
93,93,93.0,0.0,15.0,58.0,29.0,17.0,12.0,0.0,0.0,66.4,7.9,15.0,9.3,23.9,42.3,10.8
94,94,118.0,7.0,5.0,50.0,18.0,17.0,7.0,0.0,0.0,68.8,9.4,15.8,10.0,24.9,47.7,12.7
95,95,107.0,2.0,7.0,41.0,15.0,17.0,9.0,0.0,0.0,63.5,11.1,18.8,13.3,26.2,35.2,8.4
96,96,117.0,3.0,6.0,48.0,17.0,16.0,7.0,0.0,0.0,66.1,7.6,14.7,9.7,22.6,33.1,8.2
97,97,106.0,3.0,5.0,33.0,16.0,13.0,9.0,0.0,0.0,63.7,10.5,18.4,12.7,27.1,60.7,13.4
98,98,81.0,8.0,17.0,34.0,19.0,11.0,14.0,0.0,0.0,69.3,11.8,17.8,14.2,25.5,31.8,8.2
99,99,117.0,7.0,8.0,41.0,20.0,12.0,12.0,0.0,0.0,67.9,11.9,18.4,14.5,26.4,31.2,7.4
100,100,108.0,4.0,8.0,33.0,29.0,9.0,6.0,0.0,0.0,71.0,8.0,13.8,9.2,22.4,36.7,9.1
101,101,94.0,3.0,5.0,42.0,31.0,9.0,9.0,0.0,0.0,59.3,9.5,18.6,12.8,26.8,56.3,12.5
102,102,74.0,4.0,5.0,36.0,17.0,13.0,10.0,0.0,0.0,67.0,11.3,18.1,13.4,26.5,32.2,8.8
103,103,69.0,0.0,5.0,42.0,15.0,7.0,8.0,0.0,0.0,64.9,11.9,19.3,14.5,26.5,26.4,7.4
104,104,107.0,3.0,9.0,25.0,13.0,10.0,8.0,0.0,0.0,61.9,7.5,16.9,11.3,25.9,31.2,9.3
105,105,56.0,9.0,10.0,22.0,11.0,12.0,7.0,0.0,0.0,66.2,10.1,17.2,12.1,26.0,25.6,7.1
106,106,53.0,0.0,6.0,19.0,4.0,8.0,5.0,0.0,0.0,67.2,12.2,19.0,14.8,26.9,34.6,13.3
107,107,70.0,0.0,13.0,13.0,6.0,5.0,13.0,0.0,0.0,63.6,13.0,20.8,15.5,28.9,29.1,8.2
108,108,64.0,2.0,2.0,17.0,15.0,19.0,11.0,0.0,0.0,65.2,12.5,19.9,15.0,27.6,26.4,7.8
109,109,58.0,0.0,3.0,7.0,10.0,10.0,5.0,0.0,0.0,62.1,6.3,14.7,9.7,23.7,26.0,7.2
110,110,63.0,2.0,7.0,14.0,15.0,9.0,6.0,0.0,0.0,63.9,12.0,19.7,14.7,28.4,33.3,8.9
111,111,53.0,1.0,2.0,23.0,14.0,10.0,3.0,0.0,0.0,64.9,13.4,20.9,16.0,29.4,24.9,6.7
112,112,66.0,1.0,6.0,20.0,15.0,8.0,6.0,0.0,0.0,66.7,12.4,19.3,14.6,27.5,24.1,7.3
113,113,56.0,1.0,4.0,10.0,16.0,12.0,3.0,0.0,0.0,66.4,6.9,14.1,7.5,22.6,33.2,8.6
114,114,121.0,0.0,5.0,34.0,14.0,13.0,8.0,0.0,0.0,69.9,12.0,18.1,13.6,26.8,37.7,11.3
115,115,132.0,3.0,6.0,50.0,23.0,17.0,13.0,0.0,0.0,72.5,11.4,17.0,12.4,26.4,38.6,12.3
116,116,142.0,4.0,10.0,68.0,24.0,15.0,10.0,0.0,0.0,69.5,11.8,17.9,13.6,25.7,27.2,10.4
117,117,145.0,2.0,5.0,64.0,18.0,6.0,6.0,0.0,0.0,69.7,8.6,14.7,10.4,22.6,38.7,10.0
118,118,131.0,3.0,6.0,65.0,15.0,11.0,7.0,0.0,0.0,69.7,9.5,15.7,10.7,24.8,38.0,16.2
119,119,126.0,3.0,4.0,64.0,13.0,13.0,5.0,0.0,0.0,71.4,9.7,15.2,11.7,21.9,31.4,13.1
120,120,171.0,8.0,6.0,88.0,11.0,9.0,8.0,0.0,0.0,70.8,10.0,15.8,11.2,23.2,41.7,11.9
121,121,159.0,1.0,6.0,65.0,19.0,11.0,7.0,0.0,0.0,65.5,10.3,17.7,12.6,25.5,31.2,11.4
122,122,156.0,2.0,4.0,75.0,30.0,14.0,8.0,0.0,0.0,67.3,7.9,14.6,9.2,23.2,40.2,13.6
123,123,151.0,0.0,4.0,61.0,15.0,13.0,11.0,0.0,0.0,71.7,7.0,12.5,7.8,20.2,37.7,12.1
124,124,164.0,4.0,7.0,76.0,27.0,25.0,9.0,0.0,0.0,51.2,1.9,14.6,9.4,22.0,66.7,16.7
125,125,155.0,11.0,9.0,82.0,25.0,20.0,18.0,0.0,0.0,64.3,10.5,18.0,13.0,25.7,53.5,14.4
126,126,161.0,5.0,12.0,100.0,27.0,26.0,18.0,0.0,0.0,68.2,7.8,14.2,8.8,21.7,60.7,20.0
127,127,182.0,3.0,5.0,71.0,32.0,25.0,15.0,0.0,0.0,52.3,0.7,12.9,6.9,21.6,46.6,16.1
128,128,174.0,34.0,23.0,75.0,36.0,22.0,26.0,0.0,0.0,67.1,5.8,13.6,8.7,21.8,76.2,23.0
129,129,176.0,32.0,13.0,71.0,23.0,19.0,22.0,0.0,0.0,68.5,8.4,14.6,10.8,21.4,42.3,14.8
130,130,156.0,25.0,10.0,75.0,34.0,12.0,8.0,0.0,0.0,71.1,8.6,14.3,9.8,21.4,41.3,16.0
131,131,158.0,28.0,9.0,79.0,35.0,9.0,14.0,0.0,0.0,70.0,7.2,13.4,8.3,22.4,49.8,19.3
132,132,134.0,18.0,12.0,86.0,28.0,12.0,21.0,0.0,0.0,64.5,4.4,11.9,7.4,18.1,53.7,20.9
133,133,101.0,14.0,10.0,69.0,22.0,11.0,17.0,0.0,0.0,53.7,1.9,14.0,7.6,23.1,53.5,16.4
134,134,141.0,8.0,10.0,74.0,24.0,23.0,22.0,0.0,0.0,65.2,9.0,16.6,11.6,24.1,78.2,21.0
135,135,202.0,40.0,8.0,89.0,22.0,30.0,18.0,0.0,0.0,68.0,7.7,14.2,9.2,22.4,57.3,20.6
136,136,364.0,72.0,10.0,130.0,40.0,23.0,14.0,0.0,0.0,68.1,6.6,13.3,7.8,22.0,70.3,19.9
137,137,397.0,133.0,10.0,117.0,43.0,35.0,25.0,0.0,0.0,59.6,6.0,16.2,10.4,25.6,54.0,17.4
138,138,324.0,84.0,15.0,148.0,34.0,17.0,13.0,0.0,0.0,71.3,10.3,16.0,11.7,24.1,53.1,14.7
139,139,246.0,13.0,25.0,117.0,39.0,24.0,23.0,0.0,0.0,73.6,7.3,12.4,7.7,19.8,35.4,9.1
140,140,170.0,15.0,14.0,121.0,35.0,19.0,16.0,0.0,0.0,69.0,7.5,13.8,9.6,22.4,36.8,9.1
141,141,135.0,9.0,7.0,81.0,20.0,16.0,12.0,0.0,0.0,64.6,6.5,14.0,8.3,22.8,33.3,10.7
142,142,124.0,5.0,12.0,78.0,24.0,16.0,16.0,0.0,0.0,67.7,8.2,14.7,9.9,22.6,31.7,8.6
143,143,111.0,11.0,18.0,63.0,21.0,24.0,18.0,0.0,0.0,62.2,7.3,16.3,11.2,24.6,39.3,9.0
144,144,127.0,8.0,12.0,87.0,32.0,17.0,21.0,0.0,0.0,65.5,9.0,16.1,11.3,24.5,39.5,12.5
145,145,113.0,4.0,11.0,95.0,26.0,14.0,12.0,0.0,0.0,65.0,7.9,15.2,10.0,23.8,35.8,8.8
146,146,143.0,4.0,12.0,70.0,28.0,20.0,16.0,0.0,0.0,64.9,8.9,16.4,10.4,25.6,47.6,13.1
147,147,94.0,3.0,6.0,48.0,27.0,16.0,9.0,0.0,0.0,64.0,9.8,17.5,12.5,25.8,41.3,9.7
148,148,59.0,3.0,4.0,40.0,26.0,21.0,10.0,0.0,0.0,59.4,5.2,15.4,9.8,24.1,27.0,8.6
149,149,56.0,0.0,4.0,26.0,13.0,10.0,3.0,0.0,0.0,67.1,11.2,18.1,12.7,26.5,20.8,7.2
150,150,49.0,0.0,8.0,20.0,10.0,10.0,4.0,0.0,0.0,59.9,10.6,19.2,13.9,27.2,27.1,7.5
151,151,50.0,2.0,7.0,21.0,14.0,16.0,6.0,0.0,0.0,64.3,11.0,18.7,13.3,28.1,51.1,13.3
152,152,48.0,0.0,5.0,23.0,9.0,18.0,6.0,0.0,0.0,65.2,6.7,14.2,8.6,22.9,30.6,8.4
153,153,30.0,0.0,5.0,17.0,12.0,10.0,10.0,0.0,0.0,64.5,11.2,18.7,13.3,26.8,25.7,6.8
154,154,56.0,0.0,0.0,22.0,13.0,17.0,8.0,0.0,0.0,66.5,12.4,19.3,13.8,26.6,36.3,9.5
155,155,70.0,0.0,9.0,25.0,16.0,12.0,9.0,0.0,0.0,63.9,11.3,19.1,13.5,28.6,35.1,8.7
156,156,63.0,3.0,4.0,24.0,10.0,7.0,6.0,0.0,0.0,67.8,9.2,15.8,10.7,23.6,23.7,7.2
157,157,60.0,1.0,9.0,17.0,13.0,9.0,6.0,0.0,0.0,59.7,10.9,19.7,14.2,28.2,28.9,7.9
158,158,46.0,1.0,4.0,21.0,18.0,10.0,4.0,0.0,0.0,65.4,14.4,21.6,17.3,28.3,23.5,6.1
159,159,61.0,0.0,1.0,11.0,13.0,9.0,3.0,0.0,0.0,66.1,13.0,20.2,15.4,28.5,27.5,5.6
160,160,48.0,0.0,5.0,16.0,25.0,9.0,8.0,0.0,0.0,67.4,11.9,18.6,14.6,26.7,27.7,6.9
161,161,59.0,0.0,7.0,23.0,11.0,10.0,10.0,0.0,0.0,64.9,7.1,14.6,9.7,23.2,28.9,7.2
162,162,60.0,0.0,4.0,11.0,6.0,11.0,3.0,0.0,0.0,69.4,13.3,19.6,14.9,28.4,29.2,9.2
163,163,58.0,1.0,7.0,12.0,8.0,7.0,5.0,0.0,0.0,70.5,12.9,18.9,14.9,27.4,27.5,7.0
164,164,62.0,2.0,6.0,17.0,10.0,7.0,6.0,0.0,0.0,69.1,12.2,18.6,14.0,26.5,36.0,11.4
165,165,57.0,5.0,3.0,9.0,11.0,9.0,5.0,0.0,0.0,64.5,7.3,14.7,8.9,22.7,28.1,12.6
166,166,87.0,3.0,5.0,15.0,18.0,13.0,9.0,0.0,0.0,68.4,11.5,18.2,13.3,27.4,33.5,10.5
167,167,161.0,12.0,9.0,17.0,22.0,6.0,4.0,0.0,0.0,73.6,12.6,17.8,13.9,25.3,25.6,9.1
168,168,121.0,0.0,4.0,6.0,23.0,6.0,6.0,0.0,0.0,68.8,12.7,19.1,14.4,27.5,28.4,7.7
169,169,49.0,0.0,3.0,11.0,7.0,22.0,1.0,1.0,1.0,62.3,6.6,15.3,10.1,22.9,29.2,9.7
170,170,49.0,15.0,8.0,3.0,12.0,4.0,8.0,1.0,1.0,69.6,10.5,16.6,11.8,24.7,28.2,9.0
171,171,23.0,7.0,0.0,2.0,14.0,16.0,0.0,0.0,0.0,72.6,10.3,15.7,11.2,23.3,38.1,13.2
172,172,41.0,11.0,3.0,2.0,14.0,8.0,7.0,0.0,0.0,76.5,10.2,14.8,10.2,23.1,27.8,10.4
173,173,39.0,13.0,2.0,1.0,14.0,3.0,3.0,3.0,1.0,65.6,9.2,16.8,11.9,24.8,35.9,11.6
174,174,47.0,25.0,5.0,3.0,11.0,4.0,5.0,2.0,1.0,69.4,9.4,15.5,11.9,22.8,40.8,15.5
175,175,52.0,17.0,6.0,2.0,9.0,9.0,11.0,2.0,2.0,59.5,4.2,13.4,7.9,21.0,50.2,16.3
176,176,47.0,16.0,6.0,0.0,5.0,3.0,6.0,1.0,1.0,68.6,6.6,13.2,8.7,19.8,47.5,15.4
177,177,65.0,13.0,3.0,2.0,8.0,6.0,4.0,4.0,1.0,63.6,9.2,17.0,11.9,24.9,39.6,14.9
178,178,72.0,18.0,6.0,2.0,5.0,9.0,10.0,5.0,3.0,62.9,6.8,14.8,8.8,23.9,50.1,13.9
179,179,67.0,15.0,9.0,0.0,8.0,7.0,8.0,13.0,7.0,64.9,6.2,13.6,8.0,21.9,68.6,19.4
180,180,70.0,24.0,7.0,2.0,9.0,9.0,9.0,15.0,7.0,61.9,3.7,12.4,5.9,21.8,53.1,15.4
181,181,76.0,20.0,6.0,1.0,18.0,5.0,11.0,11.0,5.0,64.4,7.3,14.8,9.1,23.7,50.9,16.6
182,182,64.0,17.0,7.0,0.0,8.0,2.0,9.0,11.0,7.0,63.0,6.7,15.3,10.0,23.8,56.7,16.4
183,183,81.0,13.0,6.0,3.0,8.0,6.0,4.0,11.0,4.0,68.9,8.6,14.9,9.1,23.0,57.5,16.4
184,184,62.0,16.0,2.0,2.0,11.0,8.0,6.0,10.0,3.0,77.1,7.7,12.0,8.2,18.9,54.1,17.8
185,185,78.0,24.0,4.0,1.0,19.0,9.0,8.0,15.0,6.0,69.3,5.5,11.6,7.2,19.3,56.3,13.8
186,186,61.0,11.0,12.0,0.0,13.0,11.0,13.0,33.0,16.0,67.1,10.0,17.0,11.9,26.5,58.6,16.0
187,187,80.0,17.0,5.0,2.0,13.0,5.0,8.0,46.0,22.0,62.9,7.3,15.3,9.8,23.9,32.6,15.7
188,188,58.0,26.0,7.0,0.0,16.0,4.0,8.0,39.0,18.0,65.2,6.7,13.9,8.0,23.5,29.4,15.4
189,189,57.0,8.0,10.0,0.0,4.0,12.0,14.0,20.0,11.0,72.5,8.3,13.7,9.6,21.2,28.5,16.4
190,190,28.0,13.0,7.0,2.0,10.0,5.0,6.0,11.0,4.0,69.8,10.3,16.6,11.4,26.0,26.6,10.0
191,191,25.0,10.0,3.0,1.0,8.0,5.0,3.0,12.0,6.0,66.0,7.5,14.5,9.0,22.2,29.7,15.9
192,192,28.0,23.0,5.0,1.0,11.0,8.0,5.0,9.0,4.0,63.8,8.1,15.7,9.3,24.6,23.0,11.9
193,193,22.0,4.0,4.0,1.0,4.0,2.0,5.0,14.0,8.0,63.6,8.0,16.0,9.8,25.3,22.9,15.1
194,194,49.0,6.0,4.0,1.0,8.0,9.0,10.0,4.0,2.0,67.6,9.7,16.3,11.3,25.2,22.2,11.3
195,195,40.0,10.0,3.0,1.0,3.0,8.0,5.0,4.0,3.0,65.5,7.7,15.6,10.6,22.3,18.3,9.9
196,196,43.0,2.0,7.0,2.0,8.0,10.0,10.0,4.0,4.0,68.0,9.3,16.0,11.6,25.8,31.6,15.0
197,197,61.0,6.0,13.0,1.0,7.0,6.0,15.0,8.0,3.0,67.8,9.6,16.1,11.4,24.1,17.8,8.0
198,198,62.0,7.0,6.0,1.0,7.0,12.0,6.0,7.0,3.0,66.9,9.2,15.8,12.5,23.2,26.4,9.7
199,199,68.0,4.0,3.0,2.0,12.0,5.0,2.0,5.0,4.0,67.9,10.8,17.5,12.5,26.0,36.4,10.3
