,Unnamed: 0,Edad_y_Tipo_de_Atención,IRA_Alta,Influenza,Neumonia,Bronquitis_bronquiolitis,Crisis_obstructiva_bronquial,Otra_causa_respiratoria,Covid-19_Virus_no_identificado_U07.2,Covid-19_Virus_identificado_U07.1,CAUSAS_SISTEMA_RESPIRATORIO,-_COVID-19_VIRUS_NO_IDENTIFICADO_U07.2,-_COVID-19_VIRUS_IDENTIFICADO_U07.1,COVID19_Sospechoso_u,COVID19_Confirmado_u,COVID19_Sospechoso_h,-_COVID_19_CONFIRMADO_(U07.1),Humedad,Rocio,Temperatura,Temperatura_min,Temperatura_max,MP10,MP2.5
28,28,29,155,13,23,152,65,30,,,33,,,,,,,63.9,4.5,12.3,6.6,19.4,62.1,24.4
29,29,30,131,13,26,117,57,19,,,29,,,,,,,74.0,7.1,12.3,7.0,20.3,52.6,24.9
30,30,31,79,6,39,73,42,10,,,25,,,,,,,68.0,10.7,17.3,11.7,24.4,42.8,20.2
31,31,32,94,8,22,87,32,11,,,25,,,,,,,65.3,7.6,14.8,9.3,22.5,35.3,13.9
32,32,33,86,11,33,67,47,15,,,19,,,,,,,69.6,8.0,14.2,9.3,21.2,46.6,24.6
33,33,34,98,11,16,84,34,15,,,15,,,,,,,66.7,7.5,14.2,10.0,22.7,39.2,15.8
34,34,35,149,3,10,66,34,14,,,15,,,,,,,69.1,10.0,16.3,11.1,25.8,39.4,15.2
35,35,36,154,8,17,80,42,17,,,20,,,,,,,59.4,6.3,15.7,10.0,23.1,43.4,13.5
36,36,37,194,2,19,70,41,13,,,12,,,,,,,67.2,8.0,14.9,9.3,23.2,35.2,14.8
37,37,38,179,12,18,72,49,10,,,15,,,,,,,69.9,8.5,14.4,9.7,23.1,33.3,15.2
38,38,39,153,13,21,64,40,10,,,14,,,,,,,67.3,9.7,16.6,11.6,23.5,43.0,14.3
39,39,40,155,13,12,81,41,17,,,10,,,,,,,61.6,8.3,16.7,10.9,26.8,47.2,15.9
40,40,41,194,7,16,62,24,16,,,8,,,,,,,62.9,7.9,15.9,9.6,25.7,44.4,16.0
41,41,42,150,1,3,71,32,13,,,9,,,,,,,66.9,9.0,15.9,10.5,25.2,42.3,14.0
42,42,43,131,2,19,48,27,11,,,10,,,,,,,71.3,9.2,14.8,10.2,23.3,32.7,13.0
43,43,44,129,5,11,42,27,7,,,8,,,,,,,65.1,10.8,18.1,12.2,26.4,40.7,14.1
44,44,45,103,7,12,35,32,17,,,8,,,,,,,72.3,9.1,14.3,10.7,22.2,34.7,9.7
45,45,46,107,11,12,52,27,9,,,14,,,,,,,66.6,10.4,17.2,12.4,25.8,31.1,9.7
46,46,47,101,6,29,40,24,9,,,11,,,,,,,69.7,10.5,16.5,11.8,24.5,34.0,12.8
47,47,48,92,5,6,42,26,12,,,14,,,,,,,65.3,11.1,18.4,13.1,27.2,27.6,10.8
48,48,49,102,8,6,40,18,8,,,6,,,,,,,68.4,8.1,14.2,10.1,20.4,28.2,12.1
49,49,50,80,11,4,24,20,13,,,7,,,,,,,66.5,11.3,18.1,13.4,25.8,25.0,9.6
50,50,51,113,1,12,34,25,12,,,13,,,,,,,65.1,12.1,19.4,14.6,27.7,32.3,11.1
51,51,52,98,4,7,36,16,16,,,6,,,,,,,67.1,12.6,19.1,15.2,26.9,24.4,7.9
52,52,1,77,2,8,30,16,14,,,11,,,,,,,71.9,9.4,14.9,10.7,22.2,27.3,7.9
53,53,2,73,1,8,21,14,9,,,5,,,,,,,64.2,10.6,18.3,12.7,25.4,25.3,10.1
54,54,3,59,0,7,25,17,12,,,11,,,,,,,65.7,12.4,19.4,15.1,27.4,29.0,11.0
55,55,4,57,0,6,18,12,9,,,6,,,,,,,66.9,12.7,19.5,14.6,28.2,29.3,10.9
56,56,5,55,1,4,9,13,9,,,6,,,,,,,68.3,11.9,18.3,13.7,26.3,30.0,11.8
57,57,6,55,2,11,10,9,7,,,11,,,,,,,58.1,5.8,15.6,9.3,24.2,32.9,12.2
58,58,7,38,0,2,18,16,14,,,11,,,,,,,68.3,13.6,20.0,15.5,27.5,30.7,10.3
59,59,8,48,0,2,18,16,9,,,11,,,,,,,68.1,13.6,20.1,15.8,28.5,23.7,7.4
60,60,9,59,1,3,16,11,12,,,9,,,,,,,68.1,11.5,18.0,12.8,26.2,27.3,9.6
61,61,10,85,0,7,28,12,13,,,5,,,,,,,69.9,7.8,14.0,9.2,24.7,42.2,12.1
62,62,11,127,1,9,47,30,11,,,14,,,,,,,68.0,11.6,18.2,12.6,26.4,39.7,11.7
63,63,12,153,1,9,64,23,5,,,8,,,,,,,69.3,10.8,17.1,11.3,26.5,39.3,11.3
64,64,13,118,1,7,64,29,10,,,14,,,,,,,69.7,11.2,17.3,12.4,25.7,37.7,13.4
65,65,14,126,5,10,51,30,8,,,13,,,,,,,70.8,8.8,14.5,10.3,21.4,30.0,10.9
66,66,15,107,5,14,42,16,13,,,6,,,,,,,70.4,10.2,16.2,12.1,24.1,27.8,10.0
67,67,16,109,6,7,35,21,10,,,8,,,,,,,77.2,10.9,15.2,11.2,22.8,41.8,19.2
68,68,17,120,8,12,54,18,8,,,10,,,,,,,74.8,10.6,15.5,11.2,23.3,39.3,16.3
69,69,18,111,6,7,55,36,13,,,6,,,,,,,66.6,9.4,16.7,11.7,25.3,39.0,17.8
70,70,19,108,9,10,54,16,10,,,13,,,,,,,65.6,8.7,15.8,10.0,22.4,39.3,13.4
71,71,20,121,10,6,59,21,13,,,9,,,,,,,71.1,8.2,14.0,9.8,21.6,60.3,26.2
72,72,21,151,0,11,89,23,10,,,12,,,,,,,67.7,6.5,13.1,7.0,20.7,69.2,30.6
73,73,22,148,8,23,84,30,22,,,17,,,,,,,68.0,10.3,17.0,12.1,24.8,60.4,26.4
74,74,23,117,10,27,83,21,20,,,19,,,,,,,62.7,6.8,15.5,9.2,24.4,68.2,18.8
75,75,24,138,20,5,110,33,22,,,14,,,,,,,52.4,2.7,14.2,7.7,22.7,84.4,22.8
76,76,25,129,49,7,114,35,20,,,18,,,,,,,76.8,6.8,11.1,7.1,17.7,37.8,15.8
77,77,26,153,34,13,125,40,34,,,23,,,,,,,71.9,8.5,13.9,10.1,20.7,40.2,14.5
78,78,27,191,16,18,193,50,27,,,25,,,,,,,61.2,7.6,16.3,10.6,25.3,42.0,14.0
79,79,28,180,51,27,123,56,10,,,30,,,,,,,69.6,7.8,14.2,8.7,20.9,52.4,23.8
80,80,29,127,12,22,125,41,25,,,26,,,,,,,64.6,5.2,12.4,8.3,18.3,45.3,16.6
81,81,30,116,9,16,57,39,16,,,27,,,,,,,59.4,3.0,12.2,7.0,20.1,53.3,20.8
82,82,31,92,2,15,46,29,15,,,23,,,,,,,66.3,9.9,16.8,11.4,25.3,55.3,22.8
83,83,32,89,27,11,44,38,13,,,9,,,,,,,65.0,7.8,15.7,10.2,24.3,61.2,19.3
84,84,33,96,10,6,59,41,13,,,14,,,,,,,74.0,7.5,12.5,7.6,20.0,51.5,21.1
85,85,34,134,2,11,82,39,21,,,20,,,,,,,66.8,6.0,13.0,7.8,21.6,59.8,20.0
86,86,35,97,3,20,56,29,21,,,20,,,,,,,67.5,9.3,15.7,11.5,23.5,40.1,14.2
87,87,36,113,16,15,67,51,13,,,9,,,,,,,70.0,7.5,13.7,9.4,21.9,48.8,17.4
88,88,37,114,11,8,60,34,21,,,9,,,,,,,67.8,8.1,14.6,10.5,21.4,35.5,12.9
89,89,38,96,8,10,51,38,19,,,12,,,,,,,62.1,7.7,16.2,9.4,25.5,54.9,17.4
90,90,39,71,5,13,40,32,19,,,12,,,,,,,70.4,9.9,15.8,11.0,24.3,39.8,11.8
91,91,40,100,3,8,42,26,16,,,9,,,,,,,68.6,9.5,15.7,11.4,22.1,63.8,17.3
92,92,41,94,1,5,50,25,22,,,13,,,,,,,59.8,7.5,16.7,11.8,24.4,54.5,13.0
93,93,42,93,0,15,58,29,17,,,12,,,,,,,66.4,7.9,15.0,9.3,23.9,42.3,10.8
94,94,43,118,7,5,50,18,17,,,7,,,,,,,68.8,9.4,15.8,10.0,24.9,47.7,12.7
95,95,44,107,2,7,41,15,17,,,9,,,,,,,63.5,11.1,18.8,13.3,26.2,35.2,8.4
96,96,45,117,3,6,48,17,16,,,7,,,,,,,66.1,7.6,14.7,9.7,22.6,33.1,8.2
97,97,46,106,3,5,33,16,13,,,9,,,,,,,63.7,10.5,18.4,12.7,27.1,60.7,13.4
98,98,47,81,8,17,34,19,11,,,14,,,,,,,69.3,11.8,17.8,14.2,25.5,31.8,8.2
99,99,48,117,7,8,41,20,12,,,12,,,,,,,67.9,11.9,18.4,14.5,26.4,31.2,7.4
100,100,49,108,4,8,33,29,9,,,6,,,,,,,71.0,8.0,13.8,9.2,22.4,36.7,9.1
101,101,50,94,3,5,42,31,9,,,9,,,,,,,59.3,9.5,18.6,12.8,26.8,56.3,12.5
102,102,51,74,4,5,36,17,13,,,10,,,,,,,67.0,11.3,18.1,13.4,26.5,32.2,8.8
103,103,52,69,0,5,42,15,7,,,8,,,,,,,64.9,11.9,19.3,14.5,26.5,26.4,7.4
104,104,1,107,3,9,25,13,10,,,8,,,,,,,61.9,7.5,16.9,11.3,25.9,31.2,9.3
105,105,2,56,9,10,22,11,12,,,7,,,,,,,66.2,10.1,17.2,12.1,26.0,25.6,7.1
106,106,3,53,0,6,19,4,8,,,5,,,,,,,67.2,12.2,19.0,14.8,26.9,34.6,13.3
107,107,4,70,0,13,13,6,5,,,13,,,,,,,63.6,13.0,20.8,15.5,28.9,29.1,8.2
108,108,5,64,2,2,17,15,19,,,11,,,,,,,65.2,12.5,19.9,15.0,27.6,26.4,7.8
109,109,6,58,0,3,7,10,10,,,5,,,,,,,62.1,6.3,14.7,9.7,23.7,26.0,7.2
110,110,7,63,2,7,14,15,9,,,6,,,,,,,63.9,12.0,19.7,14.7,28.4,33.3,8.9
111,111,8,53,1,2,23,14,10,,,3,,,,,,,64.9,13.4,20.9,16.0,29.4,24.9,6.7
112,112,9,66,1,6,20,15,8,,,6,,,,,,,66.7,12.4,19.3,14.6,27.5,24.1,7.3
113,113,10,56,1,4,10,16,12,,,3,,,,,,,66.4,6.9,14.1,7.5,22.6,33.2,8.6
114,114,11,121,0,5,34,14,13,,,8,,,,,,,69.9,12.0,18.1,13.6,26.8,37.7,11.3
115,115,12,132,3,6,50,23,17,,,13,,,,,,,72.5,11.4,17.0,12.4,26.4,38.6,12.3
116,116,13,142,4,10,68,24,15,,,10,,,,,,,69.5,11.8,17.9,13.6,25.7,27.2,10.4
117,117,14,145,2,5,64,18,6,,,6,,,,,,,69.7,8.6,14.7,10.4,22.6,38.7,10.0
118,118,15,131,3,6,65,15,11,,,7,,,,,,,69.7,9.5,15.7,10.7,24.8,38.0,16.2
119,119,16,126,3,4,64,13,13,,,5,,,,,,,71.4,9.7,15.2,11.7,21.9,31.4,13.1
120,120,17,171,8,6,88,11,9,,,8,,,,,,,70.8,10.0,15.8,11.2,23.2,41.7,11.9
121,121,18,159,1,6,65,19,11,,,7,,,,,,,65.5,10.3,17.7,12.6,25.5,31.2,11.4
122,122,19,156,2,4,75,30,14,,,8,,,,,,,67.3,7.9,14.6,9.2,23.2,40.2,13.6
123,123,20,151,0,4,61,15,13,,,11,,,,,,,71.7,7.0,12.5,7.8,20.2,37.7,12.1
124,124,21,164,4,7,76,27,25,,,9,,,,,,,51.2,1.9,14.6,9.4,22.0,66.7,16.7
125,125,22,155,11,9,82,25,20,,,18,,,,,,,64.3,10.5,18.0,13.0,25.7,53.5,14.4
126,126,23,161,5,12,100,27,26,,,18,,,,,,,68.2,7.8,14.2,8.8,21.7,60.7,20.0
127,127,24,182,3,5,71,32,25,,,15,,,,,,,52.3,0.7,12.9,6.9,21.6,46.6,16.1
128,128,25,174,34,23,75,36,22,,,26,,,,,,,67.1,5.8,13.6,8.7,21.8,76.2,23.0
129,129,26,176,32,13,71,23,19,,,22,,,,,,,68.5,8.4,14.6,10.8,21.4,42.3,14.8
130,130,27,156,25,10,75,34,12,,,8,,,,,,,71.1,8.6,14.3,9.8,21.4,41.3,16.0
131,131,28,158,28,9,79,35,9,,,14,,,,,,,70.0,7.2,13.4,8.3,22.4,49.8,19.3
132,132,29,134,18,12,86,28,12,,,21,,,,,,,64.5,4.4,11.9,7.4,18.1,53.7,20.9
133,133,30,101,14,10,69,22,11,,,17,,,,,,,53.7,1.9,14.0,7.6,23.1,53.5,16.4
134,134,31,141,8,10,74,24,23,,,22,,,,,,,65.2,9.0,16.6,11.6,24.1,78.2,21.0
135,135,32,202,40,8,89,22,30,,,18,,,,,,,68.0,7.7,14.2,9.2,22.4,57.3,20.6
136,136,33,364,72,10,130,40,23,,,14,,,,,,,68.1,6.6,13.3,7.8,22.0,70.3,19.9
137,137,34,397,133,10,117,43,35,,,25,,,,,,,59.6,6.0,16.2,10.4,25.6,54.0,17.4
138,138,35,324,84,15,148,34,17,,,13,,,,,,,71.3,10.3,16.0,11.7,24.1,53.1,14.7
139,139,36,246,13,25,117,39,24,,,23,,,,,,,73.6,7.3,12.4,7.7,19.8,35.4,9.1
140,140,37,170,15,14,121,35,19,,,16,,,,,,,69.0,7.5,13.8,9.6,22.4,36.8,9.1
141,141,38,135,9,7,81,20,16,,,12,,,,,,,64.6,6.5,14.0,8.3,22.8,33.3,10.7
142,142,39,124,5,12,78,24,16,,,16,,,,,,,67.7,8.2,14.7,9.9,22.6,31.7,8.6
143,143,40,111,11,18,63,21,24,,,18,,,,,,,62.2,7.3,16.3,11.2,24.6,39.3,9.0
144,144,41,127,8,12,87,32,17,,,21,,,,,,,65.5,9.0,16.1,11.3,24.5,39.5,12.5
145,145,42,113,4,11,95,26,14,,,12,,,,,,,65.0,7.9,15.2,10.0,23.8,35.8,8.8
146,146,43,143,4,12,70,28,20,,,16,,,,,,,64.9,8.9,16.4,10.4,25.6,47.6,13.1
147,147,44,94,3,6,48,27,16,,,9,,,,,,,64.0,9.8,17.5,12.5,25.8,41.3,9.7
148,148,45,59,3,4,40,26,21,,,10,,,,,,,59.4,5.2,15.4,9.8,24.1,27.0,8.6
149,149,46,56,0,4,26,13,10,,,3,,,,,,,67.1,11.2,18.1,12.7,26.5,20.8,7.2
150,150,47,49,0,8,20,10,10,,,4,,,,,,,59.9,10.6,19.2,13.9,27.2,27.1,7.5
151,151,48,50,2,7,21,14,16,,,6,,,,,,,64.3,11.0,18.7,13.3,28.1,51.1,13.3
152,152,49,48,0,5,23,9,18,,,6,,,,,,,65.2,6.7,14.2,8.6,22.9,30.6,8.4
153,153,50,30,0,5,17,12,10,,,10,,,,,,,64.5,11.2,18.7,13.3,26.8,25.7,6.8
154,154,51,56,0,0,22,13,17,,,8,,,,,,,66.5,12.4,19.3,13.8,26.6,36.3,9.5
155,155,52,70,0,9,25,16,12,,,9,,,,,,,63.9,11.3,19.1,13.5,28.6,35.1,8.7
156,156,1,63,3,4,24,10,7,,,6,,,,,,,67.8,9.2,15.8,10.7,23.6,23.7,7.2
157,157,2,60,1,9,17,13,9,,,6,,,,,,,59.7,10.9,19.7,14.2,28.2,28.9,7.9
158,158,3,46,1,4,21,18,10,,,4,,,,,,,65.4,14.4,21.6,17.3,28.3,23.5,6.1
159,159,4,61,0,1,11,13,9,,,3,,,,,,,66.1,13.0,20.2,15.4,28.5,27.5,5.6
160,160,5,48,0,5,16,25,9,,,8,,,0.0,0.0,0.0,0.0,67.4,11.9,18.6,14.6,26.7,27.7,6.9
161,161,6,59,0,7,23,11,10,,,10,,,0.0,0.0,0.0,0.0,64.9,7.1,14.6,9.7,23.2,28.9,7.2
162,162,7,60,0,4,11,6,11,,,3,,,0.0,0.0,,0.0,69.4,13.3,19.6,14.9,28.4,29.2,9.2
163,163,8,58,1,7,12,8,7,,,5,,,0.0,0.0,,0.0,70.5,12.9,18.9,14.9,27.4,27.5,7.0
164,164,9,62,2,6,17,10,7,,,6,,,0.0,0.0,,0.0,69.1,12.2,18.6,14.0,26.5,36.0,11.4
165,165,10,57,5,3,9,11,9,,,5,,,0.0,0.0,0.0,0.0,64.5,7.3,14.7,8.9,22.7,28.1,12.6
166,166,11,87,3,5,15,18,13,,,9,,,1.0,0.0,1.0,0.0,68.4,11.5,18.2,13.3,27.4,33.5,10.5
167,167,12,161,12,9,17,22,6,,,4,,,26.0,0.0,3.0,0.0,73.6,12.6,17.8,13.9,25.3,25.6,9.1
168,168,13,121,0,4,6,23,6,,,6,,,36.0,0.0,6.0,0.0,68.8,12.7,19.1,14.4,27.5,28.4,7.7
169,169,14,49,0,3,11,7,22,,,1,,,37.0,1.0,5.0,1.0,62.3,6.6,15.3,10.1,22.9,29.2,9.7
170,170,15,49,15,8,3,12,4,,,8,,,41.0,1.0,5.0,1.0,69.6,10.5,16.6,11.8,24.7,28.2,9.0
171,171,16,23,7,0,2,14,16,,,0,,,19.0,0.0,0.0,0.0,72.6,10.3,15.7,11.2,23.3,38.1,13.2
172,172,17,41,11,3,2,14,8,,,7,,,20.0,0.0,2.0,0.0,76.5,10.2,14.8,10.2,23.1,27.8,10.4
173,173,18,39,13,2,1,14,3,,,3,,,69.0,3.0,0.0,1.0,65.6,9.2,16.8,11.9,24.8,35.9,11.6
174,174,19,47,25,5,3,11,4,,,5,,,46.0,2.0,1.0,1.0,69.4,9.4,15.5,11.9,22.8,40.8,15.5
175,175,20,52,17,6,2,9,9,,,11,,,46.0,2.0,0.0,2.0,59.5,4.2,13.4,7.9,21.0,50.2,16.3
176,176,21,47,16,6,0,5,3,,,6,,,34.0,1.0,3.0,1.0,68.6,6.6,13.2,8.7,19.8,47.5,15.4
177,177,22,65,13,3,2,8,6,,,4,,,35.0,4.0,1.0,1.0,63.6,9.2,17.0,11.9,24.9,39.6,14.9
178,178,23,72,18,6,2,5,9,,,10,,,36.0,5.0,3.0,3.0,62.9,6.8,14.8,8.8,23.9,50.1,13.9
179,179,24,67,15,9,0,8,7,,,8,,,30.0,13.0,1.0,7.0,64.9,6.2,13.6,8.0,21.9,68.6,19.4
180,180,25,70,24,7,2,9,9,,,9,,,75.0,15.0,0.0,7.0,61.9,3.7,12.4,5.9,21.8,53.1,15.4
181,181,26,76,20,6,1,18,5,,,11,,,121.0,11.0,3.0,5.0,64.4,7.3,14.8,9.1,23.7,50.9,16.6
182,182,27,64,17,7,0,8,2,,,9,,,56.0,11.0,3.0,7.0,63.0,6.7,15.3,10.0,23.8,56.7,16.4
183,183,28,81,13,6,3,8,6,,,4,,,62.0,11.0,3.0,4.0,68.9,8.6,14.9,9.1,23.0,57.5,16.4
184,184,29,62,16,2,2,11,8,,,6,,,62.0,10.0,2.0,3.0,77.1,7.7,12.0,8.2,18.9,54.1,17.8
185,185,30,78,24,4,1,19,9,,,8,,,190.0,15.0,7.0,6.0,69.3,5.5,11.6,7.2,19.3,56.3,13.8
186,186,31,61,11,12,0,13,11,,,13,,,145.0,33.0,2.0,16.0,67.1,10.0,17.0,11.9,26.5,58.6,16.0
187,187,32,80,17,5,2,13,5,,,8,,,124.0,46.0,7.0,22.0,62.9,7.3,15.3,9.8,23.9,32.6,15.7
188,188,33,58,26,7,0,16,4,,,8,,,90.0,39.0,4.0,18.0,65.2,6.7,13.9,8.0,23.5,29.4,15.4
189,189,34,57,8,10,0,4,12,,,14,,,66.0,20.0,5.0,11.0,72.5,8.3,13.7,9.6,21.2,28.5,16.4
190,190,35,28,13,7,2,10,5,,,6,,,52.0,11.0,2.0,4.0,69.8,10.3,16.6,11.4,26.0,26.6,10.0
191,191,36,25,10,3,1,8,5,,,3,,,40.0,12.0,4.0,6.0,66.0,7.5,14.5,9.0,22.2,29.7,15.9
192,192,37,28,23,5,1,11,8,,,5,,,36.0,9.0,2.0,4.0,63.8,8.1,15.7,9.3,24.6,23.0,11.9
193,193,38,22,4,4,1,4,2,,,5,,,38.0,14.0,1.0,8.0,63.6,8.0,16.0,9.8,25.3,22.9,15.1
194,194,39,49,6,4,1,8,9,,,10,,,55.0,4.0,0.0,2.0,67.6,9.7,16.3,11.3,25.2,22.2,11.3
195,195,40,40,10,3,1,3,8,,,5,,,84.0,4.0,2.0,3.0,65.5,7.7,15.6,10.6,22.3,18.3,9.9
196,196,41,43,2,7,2,8,10,,,10,,,46.0,4.0,4.0,4.0,68.0,9.3,16.0,11.6,25.8,31.6,15.0
197,197,42,61,6,13,1,7,6,,,15,,,32.0,8.0,0.0,3.0,67.8,9.6,16.1,11.4,24.1,17.8,8.0
198,198,43,62,7,6,1,7,12,,,6,,,40.0,7.0,1.0,3.0,66.9,9.2,15.8,12.5,23.2,26.4,9.7
199,199,44,68,4,3,2,12,5,,,2,,,24.0,5.0,0.0,4.0,67.9,10.8,17.5,12.5,26.0,36.4,10.3
200,200,45,53,0,4,9,13,6,,,4,,,20.0,0.0,1.0,0.0,63.0,7.4,15.6,9.9,23.6,31.3,9.2
201,201,46,70,0,5,4,17,9,,,8,,,28.0,2.0,0.0,1.0,68.9,10.3,16.7,12.4,25.5,25.1,5.8
202,202,47,68,0,5,4,10,9,,,8,,,5.0,1.0,0.0,0.0,67.0,11.0,17.8,13.1,26.0,37.4,8.3
203,203,48,56,1,5,4,19,7,,,7,,,7.0,0.0,0.0,0.0,67.4,12.0,18.7,14.4,26.2,43.8,10.2
204,204,49,70,0,4,6,11,8,,,3,,,27.0,0.0,1.0,0.0,64.4,7.2,14.9,10.0,23.9,38.3,8.4
205,205,50,40,0,3,1,15,11,,,7,,,23.0,1.0,0.0,0.0,63.3,11.4,19.1,13.9,23.8,35.8,8.2
206,206,51,32,0,3,3,10,2,,,5,,,32.0,0.0,1.0,0.0,66.8,12.4,19.2,14.8,27.5,37.4,8.2
207,207,52,41,0,7,3,8,10,,,5,,,23.0,5.0,0.0,2.0,66.9,8.5,15.4,9.6,23.6,31.1,7.6
208,208,53,39,2,7,3,7,4,,,8,,,75.0,9.0,0.0,6.0,67.5,9.8,16.6,11.8,26.2,34.0,8.4
209,209,1,51,2,7,6,15,12,,,13,,,56.0,15.0,2.0,6.0,65.4,11.4,18.7,13.0,27.2,30.6,8.2
210,210,2,72,5,8,1,11,5,,,10,,,60.0,16.0,2.0,11.0,64.4,12.1,19.8,14.6,28.7,38.8,9.4
211,211,3,60,5,8,6,6,4,,,8,,,56.0,13.0,0.0,6.0,65.9,11.5,18.6,13.9,26.9,29.5,9.0
212,212,4,55,0,11,2,7,9,,,11,,,52.0,29.0,0.0,18.0,68.2,7.6,14.0,9.7,24.5,31.9,10.4
213,213,5,37,0,7,3,5,8,,,4,,,40.0,23.0,1.0,11.0,62.6,11.6,19.8,14.5,28.4,28.8,9.2
214,214,6,34,1,9,1,9,2,,,6,,,34.0,15.0,0.0,11.0,67.2,12.0,18.7,14.1,27.2,22.3,6.4
215,215,7,44,1,7,1,11,4,,,3,,,45.0,17.0,4.0,10.0,65.8,11.3,18.5,13.6,27.4,28.8,8.2
216,216,8,41,0,7,4,4,7,,,10,,,34.0,16.0,1.0,11.0,62.4,7.0,15.1,9.5,22.8,31.0,8.6
217,217,9,47,0,9,0,6,7,,,5,,,44.0,23.0,0.0,11.0,67.7,11.5,18.1,14.0,26.0,27.7,8.4
218,218,10,46,0,7,1,12,16,,,5,,,42.0,21.0,1.0,15.0,61.3,9.7,18.1,11.7,27.0,28.6,7.1
219,219,11,33,0,13,1,13,12,,,11,,,58.0,10.0,3.0,5.0,69.7,10.3,16.4,11.6,25.7,29.3,7.8
220,220,12,69,0,8,1,5,11,,,9,,,44.0,39.0,3.0,12.0,63.5,7.9,15.9,10.4,23.5,42.0,13.8
221,221,13,47,0,5,3,6,15,,,8,,,107.0,46.0,3.0,16.0,71.6,10.2,15.8,12.3,24.5,35.3,12.6
222,222,14,88,5,0,4,4,10,,,3,,,104.0,44.0,7.0,28.0,68.6,9.8,16.1,11.6,23.8,46.6,9.7
223,223,15,47,0,12,2,10,10,,,4,,,105.0,48.0,1.0,27.0,65.6,8.8,15.8,10.4,23.9,44.3,14.3
